font,fontVariant,m_label,strength,italic,orientation,m_top,m_left,originalH,originalW,h,w,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r0c7,r0c8,r0c9,r0c10,r0c11,r0c12,r0c13,r0c14,r0c15,r0c16,r0c17,r0c18,r0c19,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r1c7,r1c8,r1c9,r1c10,r1c11,r1c12,r1c13,r1c14,r1c15,r1c16,r1c17,r1c18,r1c19,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r2c7,r2c8,r2c9,r2c10,r2c11,r2c12,r2c13,r2c14,r2c15,r2c16,r2c17,r2c18,r2c19,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r3c7,r3c8,r3c9,r3c10,r3c11,r3c12,r3c13,r3c14,r3c15,r3c16,r3c17,r3c18,r3c19,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r4c7,r4c8,r4c9,r4c10,r4c11,r4c12,r4c13,r4c14,r4c15,r4c16,r4c17,r4c18,r4c19,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r5c7,r5c8,r5c9,r5c10,r5c11,r5c12,r5c13,r5c14,r5c15,r5c16,r5c17,r5c18,r5c19,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,r6c7,r6c8,r6c9,r6c10,r6c11,r6c12,r6c13,r6c14,r6c15,r6c16,r6c17,r6c18,r6c19,r7c0,r7c1,r7c2,r7c3,r7c4,r7c5,r7c6,r7c7,r7c8,r7c9,r7c10,r7c11,r7c12,r7c13,r7c14,r7c15,r7c16,r7c17,r7c18,r7c19,r8c0,r8c1,r8c2,r8c3,r8c4,r8c5,r8c6,r8c7,r8c8,r8c9,r8c10,r8c11,r8c12,r8c13,r8c14,r8c15,r8c16,r8c17,r8c18,r8c19,r9c0,r9c1,r9c2,r9c3,r9c4,r9c5,r9c6,r9c7,r9c8,r9c9,r9c10,r9c11,r9c12,r9c13,r9c14,r9c15,r9c16,r9c17,r9c18,r9c19,r10c0,r10c1,r10c2,r10c3,r10c4,r10c5,r10c6,r10c7,r10c8,r10c9,r10c10,r10c11,r10c12,r10c13,r10c14,r10c15,r10c16,r10c17,r10c18,r10c19,r11c0,r11c1,r11c2,r11c3,r11c4,r11c5,r11c6,r11c7,r11c8,r11c9,r11c10,r11c11,r11c12,r11c13,r11c14,r11c15,r11c16,r11c17,r11c18,r11c19,r12c0,r12c1,r12c2,r12c3,r12c4,r12c5,r12c6,r12c7,r12c8,r12c9,r12c10,r12c11,r12c12,r12c13,r12c14,r12c15,r12c16,r12c17,r12c18,r12c19,r13c0,r13c1,r13c2,r13c3,r13c4,r13c5,r13c6,r13c7,r13c8,r13c9,r13c10,r13c11,r13c12,r13c13,r13c14,r13c15,r13c16,r13c17,r13c18,r13c19,r14c0,r14c1,r14c2,r14c3,r14c4,r14c5,r14c6,r14c7,r14c8,r14c9,r14c10,r14c11,r14c12,r14c13,r14c14,r14c15,r14c16,r14c17,r14c18,r14c19,r15c0,r15c1,r15c2,r15c3,r15c4,r15c5,r15c6,r15c7,r15c8,r15c9,r15c10,r15c11,r15c12,r15c13,r15c14,r15c15,r15c16,r15c17,r15c18,r15c19,r16c0,r16c1,r16c2,r16c3,r16c4,r16c5,r16c6,r16c7,r16c8,r16c9,r16c10,r16c11,r16c12,r16c13,r16c14,r16c15,r16c16,r16c17,r16c18,r16c19,r17c0,r17c1,r17c2,r17c3,r17c4,r17c5,r17c6,r17c7,r17c8,r17c9,r17c10,r17c11,r17c12,r17c13,r17c14,r17c15,r17c16,r17c17,r17c18,r17c19,r18c0,r18c1,r18c2,r18c3,r18c4,r18c5,r18c6,r18c7,r18c8,r18c9,r18c10,r18c11,r18c12,r18c13,r18c14,r18c15,r18c16,r18c17,r18c18,r18c19,r19c0,r19c1,r19c2,r19c3,r19c4,r19c5,r19c6,r19c7,r19c8,r19c9,r19c10,r19c11,r19c12,r19c13,r19c14,r19c15,r19c16,r19c17,r19c18,r19c19
TIMES,TIMES NEW ROMAN,107,0.700000,1,0.000000,35,21,47,34,20,20,1,1,1,1,1,27,38,141,147,147,255,255,91,1,1,1,1,1,1,1,1,1,1,1,1,50,128,251,255,255,255,238,64,1,1,1,1,1,1,1,1,1,1,1,1,1,61,247,255,255,255,192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,136,255,255,255,255,46,1,1,1,1,1,1,1,1,1,1,1,1,1,23,225,255,255,255,222,31,1,1,1,1,1,1,1,1,1,1,1,1,1,101,255,255,255,255,144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,255,255,1,26,109,132,158,158,158,158,149,109,1,1,1,1,58,238,255,255,255,204,1,1,1,29,233,255,210,130,50,1,1,1,1,1,149,255,255,255,253,99,1,1,1,68,194,118,11,1,1,1,1,1,1,1,226,255,255,255,211,1,1,13,127,150,11,1,1,1,1,1,1,1,1,95,249,255,255,255,92,1,38,195,241,1,1,1,1,1,1,1,1,1,8,189,255,255,255,248,72,86,246,255,241,1,1,1,1,1,1,1,1,1,51,255,255,255,255,225,235,255,255,255,250,90,1,1,1,1,1,1,1,1,166,255,255,255,255,221,111,255,255,255,255,136,1,1,1,1,1,1,1,32,213,255,255,255,241,20,2,155,255,255,255,250,29,1,1,1,1,1,1,99,255,255,255,255,121,1,1,151,255,255,255,255,69,1,1,39,1,1,1,211,255,255,255,231,21,1,1,90,255,255,255,255,181,1,113,102,1,1,59,235,255,255,255,206,1,1,1,1,255,255,255,255,254,182,163,7,1,1,147,255,255,255,255,76,1,1,1,1,150,255,255,255,255,120,1,1,1,1,147,147,147,147,115,12,1,1,1,1,16,153,255,204,115,12,1,1,1,1
TIMES,TIMES NEW ROMAN,106,0.700000,1,0.000000,35,10,60,29,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,18,129,241,255,255,223,112,1,1,1,1,1,1,1,1,1,1,1,1,1,53,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,18,129,241,255,255,223,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,86,86,27,1,1,1,1,1,1,1,1,1,1,56,109,220,255,255,255,255,255,223,53,1,1,1,1,1,1,1,1,1,1,1,1,150,255,255,255,255,255,159,1,1,1,1,1,1,1,1,1,1,1,1,24,185,255,255,255,255,238,1,1,1,1,1,1,1,1,1,1,1,1,1,129,255,255,255,255,255,62,1,1,1,1,1,1,1,1,1,1,1,1,1,247,255,255,255,255,179,21,1,1,1,1,1,1,1,1,1,1,1,1,168,255,255,255,255,232,47,1,1,1,1,1,1,1,1,1,1,1,1,88,255,255,255,255,255,162,1,1,1,1,1,1,1,1,1,1,1,1,6,200,255,255,255,255,212,30,1,1,1,1,1,1,1,1,1,1,1,1,127,255,255,255,255,255,124,1,1,1,1,1,1,1,1,1,1,1,1,36,209,255,255,255,255,203,1,1,1,1,1,1,1,1,1,1,1,1,1,106,255,255,255,255,255,27,1,1,1,1,1,1,1,1,1,1,1,1,27,255,255,255,255,232,71,1,1,1,1,1,1,1,1,1,1,1,1,1,203,255,255,255,255,68,1,1,1,1,1,1,1,1,197,255,255,209,24,83,238,255,253,141,30,1,1,1,1,1,1,1,1,1,112,223,255,209,185,214,171,135,24,1,1,1,1,1,1,1,1,1,1,1
TIMES,TIMES NEW ROMAN,105,0.700000,1,0.000000,35,21,47,18,20,20,1,1,1,1,1,1,1,1,1,1,38,135,231,255,255,255,255,231,135,38,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,250,255,255,255,255,255,255,255,255,250,1,1,1,1,1,1,1,1,1,1,1,92,188,212,212,212,212,188,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,11,11,11,9,1,1,1,1,1,33,49,49,86,158,158,158,158,158,158,223,255,255,255,199,1,1,1,1,1,40,60,60,125,255,255,255,255,255,255,255,255,255,227,131,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,255,255,248,160,1,1,1,1,1,1,1,1,25,122,255,255,255,255,255,255,255,255,142,1,1,1,1,1,1,1,1,1,114,255,255,255,255,255,255,255,255,144,31,1,1,1,1,1,1,1,1,133,246,255,255,255,255,255,255,255,241,104,1,1,1,1,1,1,1,1,40,169,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,171,255,255,255,255,255,255,255,255,95,17,1,1,1,1,1,1,1,1,190,252,255,255,255,255,255,255,255,135,27,1,1,1,1,1,1,1,1,155,237,255,255,255,255,255,255,255,255,29,1,1,1,1,1,1,1,1,1,227,255,255,255,255,255,255,255,255,44,5,1,1,58,152,142,1,1,1,250,255,255,255,255,255,255,255,255,255,1,29,33,105,187,126,4,1,1,1,255,255,255,255,255,255,255,255,255,255,180,247,201,113,34,1,1,1,1,1,38,135,231,255,255,255,255,255,243,147,147,51,9,1,1,1,1,1,1,1
TIMES,TIMES NEW ROMAN,104,0.700000,1,0.000000,35,21,47,33,20,20,1,1,1,1,6,38,75,147,147,147,223,255,186,1,1,1,1,1,1,1,1,1,1,1,11,71,107,235,255,255,255,255,140,1,1,1,1,1,1,1,1,1,1,1,1,1,38,217,255,255,255,253,31,1,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201,255,255,255,248,90,1,1,1,1,1,1,1,1,1,1,1,1,1,66,247,255,255,255,226,1,1,1,1,3,11,11,2,1,1,1,1,1,1,140,255,255,255,255,78,1,1,3,99,182,255,255,153,20,1,1,1,1,30,228,255,255,255,229,51,1,24,163,255,255,255,255,255,154,1,1,1,1,115,255,255,255,255,168,2,69,212,167,187,255,255,255,255,255,1,1,1,1,194,255,255,255,255,24,52,149,12,4,146,255,255,255,255,223,1,1,1,73,242,255,255,255,208,76,160,1,1,16,255,255,255,255,255,101,1,1,1,172,255,255,255,253,181,149,5,1,1,161,255,255,255,255,205,7,1,1,35,250,255,255,255,245,127,8,1,1,17,190,255,255,255,255,99,1,1,1,147,255,255,255,255,231,24,1,1,1,70,255,255,255,255,214,29,1,1,25,205,255,255,255,246,69,1,1,1,1,218,255,255,255,255,132,1,1,1,86,255,255,255,255,171,1,1,1,1,85,246,255,255,255,248,1,1,1,1,201,255,255,255,255,42,1,1,1,1,124,255,255,255,255,120,1,45,84,56,231,255,255,255,238,14,1,1,1,23,253,255,255,255,255,114,79,182,45,144,255,255,255,255,116,1,1,1,1,24,255,255,255,255,255,253,139,14,1,147,147,147,147,131,18,1,1,1,1,4,91,242,255,255,163,77,1,1,1
TIMES,TIMES NEW ROMAN,103,0.700000,1,0.000000,49,17,46,38,20,20,1,1,1,1,1,1,6,104,150,255,255,224,222,250,168,63,34,34,34,34,1,1,1,1,1,73,190,255,255,255,78,5,1,122,255,255,255,255,255,220,1,1,1,1,56,244,255,255,250,97,1,1,1,81,255,255,255,192,156,74,1,1,1,8,201,255,255,255,230,1,1,1,1,81,255,255,255,223,1,1,1,1,1,81,255,255,255,255,108,1,1,1,1,169,255,255,255,229,1,1,1,1,1,81,255,255,255,234,24,1,1,1,33,229,255,255,255,182,1,1,1,1,1,43,230,255,255,229,1,1,1,1,159,255,255,255,254,90,1,1,1,1,1,1,108,244,255,233,19,1,1,66,245,255,255,246,120,1,1,1,1,1,1,1,1,73,190,255,211,78,131,217,255,255,194,82,1,1,1,1,1,1,1,1,30,135,152,86,145,145,145,145,104,34,8,1,1,1,1,1,1,1,1,64,232,209,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66,243,255,255,202,178,114,67,36,1,1,1,1,1,1,1,1,1,1,1,94,255,255,255,255,255,255,255,234,211,170,69,1,1,1,1,1,1,1,1,5,140,251,255,255,255,255,255,255,255,255,252,128,6,1,1,1,1,1,1,50,91,222,200,200,235,255,255,255,255,255,255,255,155,1,1,1,1,43,194,250,192,41,1,1,36,56,56,167,251,255,255,255,202,1,1,1,1,244,255,255,52,1,1,1,1,1,1,1,120,255,255,255,196,1,1,1,1,232,255,255,64,1,1,1,1,1,1,1,131,255,255,244,56,1,1,1,1,85,211,255,234,101,21,1,1,1,1,131,252,255,231,73,1,1,1,1,1,1,15,75,145,232,231,222,222,222,222,203,145,104,23,1,1,1,1,1,1
TIMES,TIMES NEW ROMAN,102,0.700000,1,0.000000,35,8,60,46,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,8,141,200,215,185,255,145,1,1,1,1,1,1,1,1,1,1,1,1,104,252,255,159,8,119,255,255,1,1,1,1,1,1,1,1,1,1,1,104,255,255,219,19,1,15,86,49,1,1,1,1,1,1,1,1,1,1,71,255,255,248,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,255,255,255,196,1,1,1,1,1,1,1,1,1,1,1,1,1,82,255,255,255,255,255,255,237,37,1,1,1,1,1,1,1,1,1,1,1,52,86,233,255,255,222,89,67,1,1,1,1,1,1,1,1,1,1,1,1,1,52,244,255,255,119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,115,255,255,255,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,189,255,255,189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,255,255,255,115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,156,255,255,233,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,222,255,255,185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,255,255,255,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,159,255,255,219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,233,255,255,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89,255,255,204,12,1,1,1,1,1,1,1,1,1,1,12,86,86,4,1,200,255,241,45,1,1,1,1,1,1,1,1,1,1,1,219,255,255,122,93,255,211,34,1,1,1,1,1,1,1,1,1,1,1,1,145,255,255,182,200,104,8,1,1,1,1,1,1,1,1,1,1,1,1,1
TIMES,TIMES NEW ROMAN,101,0.700000,1,0.000000,49,22,33,28,20,20,1,1,1,1,1,1,1,1,1,1,29,101,123,255,255,255,255,233,101,29,1,1,1,1,1,1,1,1,20,157,204,209,77,121,242,255,255,255,255,106,1,1,1,1,1,1,1,126,194,255,78,1,1,1,183,255,255,255,255,255,1,1,1,1,1,27,182,254,255,189,1,1,1,1,183,255,255,255,255,255,1,1,1,1,28,211,255,255,173,18,1,1,1,83,238,255,255,255,255,228,1,1,1,60,222,255,255,236,67,1,1,1,1,110,255,255,255,255,255,73,1,1,35,247,255,255,255,158,1,1,1,1,35,247,255,255,255,243,104,5,1,1,169,255,255,255,255,37,1,1,1,18,174,255,255,255,238,193,1,1,1,76,238,255,255,255,180,18,1,1,38,203,255,255,255,218,53,1,1,1,23,179,255,255,255,255,110,12,78,78,239,255,255,222,178,17,1,1,1,1,73,255,255,255,255,255,211,189,246,232,232,144,78,45,1,1,1,1,1,1,162,255,255,255,255,220,132,132,76,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,200,27,1,1,1,1,1,1,1,1,18,151,142,1,1,140,255,255,255,255,255,203,29,1,1,1,1,7,8,119,187,159,14,1,1,42,209,255,255,255,255,255,235,109,109,109,109,235,255,255,105,1,1,1,1,1,115,248,255,255,255,255,255,255,255,255,255,209,135,47,1,1,1,1,1,1,1,87,101,211,255,255,255,255,255,101,101,15,1,1,1,1,1,1,1
TIMES,TIMES NEW ROMAN,100,0.700000,1,0.000000,35,22,47,36,20,20,1,1,1,1,1,1,1,1,1,1,1,1,9,38,99,147,147,231,255,255,1,1,1,1,1,1,1,1,1,1,1,1,16,71,174,255,255,255,255,153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,142,255,255,255,243,63,1,1,1,1,1,1,1,1,1,1,1,1,1,5,161,255,255,255,203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,255,255,255,255,86,1,1,1,1,1,1,1,1,1,8,11,11,2,1,155,255,255,255,229,46,1,1,1,1,1,1,1,44,134,223,228,207,127,46,223,255,255,255,172,1,1,1,1,1,1,1,136,249,255,186,27,1,119,162,255,255,255,255,57,1,1,1,1,1,23,186,255,255,195,8,1,1,86,255,255,255,255,214,29,1,1,1,1,13,189,255,255,237,45,1,1,1,86,255,255,255,255,140,1,1,1,1,1,169,255,255,255,119,1,1,1,1,86,255,255,255,255,29,1,1,1,1,92,252,255,255,198,14,1,1,1,1,218,255,255,255,149,2,1,1,1,27,234,255,255,255,109,1,1,1,1,75,246,255,255,255,109,1,1,1,1,114,255,255,255,255,1,1,1,1,1,228,255,255,255,255,1,1,1,1,1,189,255,255,255,180,1,1,1,4,148,255,255,255,255,120,1,1,1,1,1,255,255,255,255,114,1,1,1,65,255,255,255,255,248,85,1,1,1,1,1,255,255,255,255,114,1,1,23,124,161,255,255,255,227,1,1,58,1,1,1,255,255,255,255,192,33,69,178,66,253,255,255,255,89,19,175,88,1,1,1,156,255,255,255,255,255,157,17,29,255,255,255,255,205,183,43,1,1,1,1,17,135,231,255,195,99,5,1,5,99,255,255,231,135,17,1,1,1,1,1
TIMES,TIMES NEW ROMAN,99,0.700000,1,0.000000,49,22,33,28,20,20,1,1,1,1,1,1,1,1,1,1,101,101,233,255,255,255,255,123,58,1,1,1,1,1,1,1,1,40,113,201,255,229,187,55,55,99,236,255,232,58,1,1,1,1,1,1,84,240,255,255,214,47,1,1,1,1,146,255,255,178,1,1,1,1,1,137,252,255,255,189,6,1,1,1,1,248,252,255,255,255,1,1,1,17,150,255,255,255,173,18,1,1,1,1,138,255,255,255,255,255,1,1,20,189,255,255,255,236,67,1,1,1,1,1,183,255,255,255,255,156,1,1,98,255,255,255,255,158,1,1,1,1,1,1,12,195,255,243,104,5,1,18,223,255,255,255,238,33,1,1,1,1,1,1,1,20,70,60,1,1,1,146,255,255,255,255,110,1,1,1,1,1,1,1,1,1,1,1,1,1,67,246,255,255,255,255,110,1,1,1,1,1,1,1,1,1,1,1,1,1,90,255,255,255,255,205,34,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,211,255,255,255,255,244,93,1,1,1,1,1,1,1,1,18,151,142,1,1,73,255,255,255,255,255,203,30,5,1,1,1,2,8,119,187,159,14,1,1,42,209,255,255,255,255,255,255,193,109,109,109,130,255,255,105,1,1,1,1,1,27,187,255,255,255,255,255,255,255,255,255,209,135,47,1,1,1,1,1,1,1,15,101,211,255,255,255,255,255,101,101,15,1,1,1,1,1,1,1
TIMES,TIMES NEW ROMAN,98,0.700000,1,0.000000,35,22,47,30,20,20,1,1,1,1,13,38,75,147,147,147,183,255,255,86,1,1,1,1,1,1,1,1,1,1,24,71,133,255,255,255,255,255,230,60,1,1,1,1,1,1,1,1,1,1,1,1,49,219,255,255,255,255,167,1,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,212,255,255,255,255,129,1,1,1,1,1,1,1,1,1,1,1,1,1,80,255,255,255,255,252,82,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,255,255,171,1,49,122,158,158,122,49,1,1,1,1,1,1,66,236,255,255,255,255,69,160,255,255,255,255,255,255,160,29,1,1,1,1,169,255,255,255,255,255,225,167,131,203,255,255,255,255,255,96,1,1,1,37,255,255,255,255,255,219,1,1,1,1,147,255,255,255,255,255,1,1,1,171,255,255,255,255,225,55,1,1,1,1,86,255,255,255,255,255,1,1,44,214,255,255,255,255,156,1,1,1,1,1,86,255,255,255,255,255,1,1,125,255,255,255,255,255,1,1,1,1,1,1,125,255,255,255,255,216,1,1,255,255,255,255,255,118,1,1,1,1,1,1,255,255,255,255,255,86,1,91,255,255,255,255,246,76,1,1,1,1,1,91,255,255,255,255,156,4,22,192,255,255,255,255,171,1,1,1,1,1,58,228,255,255,255,212,1,1,86,255,255,255,255,255,29,1,1,1,1,1,227,255,255,255,185,15,1,1,180,255,255,255,255,161,1,1,1,1,69,214,255,255,245,151,4,1,1,1,208,255,255,255,255,133,1,1,24,143,255,255,232,185,51,1,1,1,1,1,13,38,147,147,183,255,218,218,230,255,147,147,26,1,1,1,1,1,1,1
TIMES,TIMES NEW ROMAN,97,0.700000,1,0.000000,49,22,33,31,20,20,1,1,1,1,1,1,1,1,62,151,255,255,141,56,17,101,101,101,101,101,1,1,1,1,1,1,26,186,235,241,104,55,174,140,72,255,255,255,255,255,1,1,1,1,1,29,207,255,255,79,1,1,25,207,235,255,255,255,255,161,1,1,1,1,45,224,255,255,199,6,1,1,25,255,255,255,255,255,255,91,1,1,1,50,224,255,255,246,84,1,1,1,25,255,255,255,255,255,199,22,1,1,1,198,255,255,255,190,1,1,1,1,25,255,255,255,255,255,181,1,1,1,101,252,255,255,255,35,1,1,1,1,25,255,255,255,255,255,127,1,1,12,215,255,255,255,239,22,1,1,1,1,45,255,255,255,255,255,17,1,1,102,255,255,255,255,116,1,1,1,1,1,190,255,255,255,255,255,17,1,1,181,255,255,255,241,81,1,1,1,1,30,210,255,255,255,255,121,2,1,64,233,255,255,255,206,1,1,1,1,1,99,255,255,255,255,250,98,1,1,91,255,255,255,255,206,1,1,1,1,4,175,255,255,255,255,198,1,1,1,236,255,255,255,255,62,1,1,1,1,54,255,255,255,255,255,198,1,1,1,255,255,255,255,255,42,1,1,1,5,168,255,255,255,255,255,88,1,1,1,255,255,255,255,255,42,1,1,1,158,166,255,255,255,255,255,33,1,1,1,255,255,255,255,255,42,1,1,38,140,186,255,255,255,255,144,5,1,103,77,251,255,255,255,255,148,8,48,215,11,176,255,255,255,255,124,2,98,197,33,91,255,255,255,255,255,255,228,57,83,255,255,255,255,255,180,142,193,10,1,72,240,255,255,255,255,226,50,1,65,238,255,255,255,255,255,173,20,1,1,1,82,255,255,255,126,46,1,1,1,74,255,255,255,131,101,13,1,1,1
TIMES,TIMES NEW ROMAN,96,0.700000,1,0.000000,36,29,11,12,20,20,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,209,225,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,86,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,55,163,225,255,255,255,255,255,255,255,255,255,255,255,93,63,1,1,1,1,1,1,171,255,255,255,255,255,255,255,255,255,255,255,255,171,1,1,1,1,1,1,78,117,255,255,255,255,255,255,255,255,255,255,255,171,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,171,1,1,1,1,1,1,1,1,70,132,255,255,255,255,255,255,255,255,255,171,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,255,255,255,171,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,255,255,255,248,232,78,1,1,1,1,1,1,1,78,232,248,255,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,171,255,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,124,186,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,140,178,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,32,93,201,255,255,255,255,194,163,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,32,47,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255
TIMES,TIMES NEW ROMAN,95,0.700000,1,0.000000,91,14,4,36,20,20,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
TIMES,TIMES NEW ROMAN,94,0.700000,1,0.000000,36,26,24,31,20,20,1,1,1,1,1,1,1,1,27,249,249,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,157,255,255,157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,206,255,255,206,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,176,255,255,255,255,176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,231,255,255,255,255,231,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,173,173,255,255,140,1,1,1,1,1,1,1,1,1,1,1,17,179,255,255,118,118,255,255,179,17,1,1,1,1,1,1,1,1,1,1,132,255,255,255,9,9,255,255,255,132,1,1,1,1,1,1,1,1,1,1,214,255,255,151,3,3,151,255,255,214,1,1,1,1,1,1,1,1,1,103,249,255,255,99,1,1,99,255,255,249,103,1,1,1,1,1,1,1,6,146,255,255,190,1,1,1,1,190,255,255,146,6,1,1,1,1,1,1,33,255,255,255,135,1,1,1,1,135,255,255,255,33,1,1,1,1,1,1,116,255,255,186,13,1,1,1,1,13,186,255,255,116,1,1,1,1,1,72,236,255,255,116,1,1,1,1,1,1,116,255,255,236,72,1,1,1,1,107,255,255,214,20,1,1,1,1,1,1,20,214,255,255,107,1,1,1,17,255,255,255,179,1,1,1,1,1,1,1,1,179,255,255,255,17,1,1,72,255,255,255,42,1,1,1,1,1,1,1,1,42,255,255,255,72,1,46,218,255,255,194,21,1,1,1,1,1,1,1,1,21,194,255,255,218,46,91,255,255,255,132,1,1,1,1,1,1,1,1,1,1,132,255,255,255,91,228,255,255,228,22,1,1,1,1,1,1,1,1,1,1,22,228,255,255,228
